id,name,speech
37,RICHARD NIXON,STATE OF THE UNION
37,RICHARD NIXON,STATE OF THE UNION
37,RICHARD NIXON,STATE OF THE UNION
37,RICHARD NIXON,STATE OF THE UNION
37,RICHARD NIXON,STATE OF THE UNION
38,GERALD R. FORD,STATE OF THE UNION
38,GERALD R. FORD,STATE OF THE UNION
38,GERALD R. FORD,STATE OF THE UNION
39,JIMMY CARTER,STATE OF THE UNION
39,JIMMY CARTER,STATE OF THE UNION
39,JIMMY CARTER,STATE OF THE UNION
39,JIMMY CARTER,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
40,RONALD REAGAN,STATE OF THE UNION
41,GEORGE H.W. BUSH,STATE OF THE UNION
41,GEORGE H.W. BUSH,STATE OF THE UNION
41,GEORGE H.W. BUSH,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
42,WILLIAM J. CLINTON,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
43,GEORGE W. BUSH,STATE OF THE UNION
